trip_id,requested_at,city_id,pickup_zone,dropoff_zone,captain_id,vehicle_class,status,fare_aed,distance_km,duration_min,eta_promised_min,eta_actual_min,surge_multiplier,rider_rating
TRP0034002,2026-04-22 18:00:00,DXB,Z01,Z09,CPT01507,Business,completed,41.73,3.51,8.5,7.7,7.9,1.08,4.7
TRP0034057,2026-04-23 06:00:00,DXB,Z01,Z10,CPT02381,Go,completed,32.88,6.31,16.2,8.2,11.5,1.45,4.2
TRP0034110,2026-04-23 14:00:00,DXB,Z01,Z13,CPT00239,Go Plus,completed,27.07,5.16,14.8,7.9,8.5,0.98,4.6
TRP0034487,2026-04-25 23:00:00,DXB,Z01,Z06,CPT00703,Go Plus,completed,43.19,8.98,28.3,8.2,8.1,1.18,5.0
TRP0034588,2026-04-26 18:00:00,DXB,Z01,Z09,CPT01235,Business,completed,69.76,12.35,29.9,5.7,8.6,0.99,5.0
TRP0034645,2026-04-27 05:00:00,DXB,Z01,Z05,CPT01663,Go,completed,17.67,3.42,13.6,7.8,7.4,1.02,4.9
TRP0034688,2026-04-27 14:00:00,DXB,Z01,Z15,CPT00716,Go,completed,33.21,10.08,31.2,7.7,7.8,1.12,5.0
TRP0034850,2026-04-28 20:00:00,DXB,Z01,Z05,CPT02055,Business,completed,91.9,14.23,29.4,6.7,5.7,1.19,4.8
TRP0034926,2026-04-29 12:00:00,DXB,Z01,Z03,CPT00428,Go,completed,33.98,11.06,40.4,7.2,7.0,1.08,5.0
TRP0035070,2026-04-30 15:00:00,DXB,Z01,Z14,CPT02488,Go Plus,cancelled_rider,0.0,0.0,0.0,7.1,7.6,1.01,
TRP0035076,2026-04-30 15:00:00,DXB,Z01,Z14,CPT02115,Business,completed,60.22,9.34,27.5,6.6,8.3,1.01,4.6
TRP0035275,2026-05-01 22:00:00,DXB,Z01,Z13,CPT00562,Go,completed,53.39,18.72,38.0,7.3,6.9,1.17,4.1
TRP0035433,2026-05-02 21:00:00,DXB,Z01,Z08,CPT02499,Business,completed,64.89,10.45,31.5,7.5,6.0,1.02,4.6
TRP0035462,2026-05-03 02:00:00,DXB,Z01,Z04,CPT02292,Go Plus,completed,17.21,0.8,5.9,7.5,6.9,0.99,4.9
TRP0035632,2026-05-04 06:00:00,DXB,Z01,Z10,CPT00325,Business,completed,92.02,8.27,29.0,6.8,13.6,1.65,4.5
TRP0035745,2026-05-05 01:00:00,DXB,Z01,Z09,CPT00157,Go Plus,completed,57.69,17.01,56.0,9.1,7.6,1.04,5.0
TRP0036173,2026-05-08 10:00:00,DXB,Z01,Z10,CPT01600,Go,completed,22.66,6.06,18.6,8.0,6.4,1.02,4.4
TRP0036174,2026-05-08 10:00:00,DXB,Z01,Z12,CPT00445,Go,cancelled_rider,0.0,0.0,0.0,7.8,7.7,1.02,
TRP0036278,2026-05-08 21:00:00,DXB,Z01,Z15,CPT01539,Go,completed,17.89,3.82,17.7,6.5,5.8,0.99,5.0
TRP0036365,2026-05-09 12:00:00,DXB,Z01,Z05,CPT01434,Go,completed,20.45,5.0,12.5,8.8,7.4,1.01,4.9
TRP0036794,2026-05-12 09:00:00,DXB,Z01,Z07,CPT00477,Go Plus,cancelled_rider,0.0,0.0,0.0,6.9,12.1,1.31,
TRP0036835,2026-05-12 15:00:00,DXB,Z01,Z06,CPT00855,Go Plus,completed,30.2,6.13,21.6,7.5,5.2,1.01,4.5
TRP0037224,2026-05-15 08:00:00,DXB,Z01,Z06,CPT01200,Business,completed,102.9,9.3,32.1,7.5,11.9,1.73,4.6
TRP0037402,2026-05-16 07:00:00,DXB,Z01,Z14,CPT00678,Go Plus,completed,35.78,3.04,9.6,7.8,8.8,1.58,4.8
TRP0037423,2026-05-16 10:00:00,DXB,Z01,Z14,CPT02252,Go,completed,26.26,6.96,21.1,5.3,8.0,1.1,5.0
TRP0037506,2026-05-16 19:00:00,DXB,Z01,Z05,CPT02449,Go,completed,17.77,3.66,12.7,8.6,6.2,1.0,4.7
TRP0037540,2026-05-16 22:00:00,DXB,Z01,Z07,CPT00400,Go Plus,completed,43.17,9.66,32.3,7.9,6.5,1.13,4.9
TRP0037680,2026-05-17 19:00:00,DXB,Z01,Z03,CPT01259,Go,completed,17.1,2.94,8.1,8.3,6.5,1.04,4.9
TRP0037708,2026-05-17 23:00:00,DXB,Z01,Z10,CPT02534,Max,completed,35.8,4.45,18.4,7.5,6.9,1.0,4.9
TRP0037991,2026-05-20 01:00:00,DXB,Z01,Z05,CPT02055,Go,completed,55.51,10.91,32.4,9.4,10.6,1.78,4.2
TRP0038257,2026-05-22 00:00:00,DXB,Z01,Z07,CPT01114,Go,completed,17.1,1.63,7.3,9.0,10.7,1.22,4.6
TRP0038258,2026-05-22 00:00:00,DXB,Z01,Z11,CPT00090,Max,completed,106.83,21.15,56.9,7.7,11.0,1.22,4.3
TRP0038409,2026-05-22 22:00:00,DXB,Z01,Z06,CPT01795,Max,completed,66.76,13.22,31.9,7.9,6.9,1.06,4.9
TRP0038576,2026-05-23 22:00:00,DXB,Z01,Z03,CPT01853,Go,completed,18.0,3.69,11.5,6.7,7.3,1.01,4.0
TRP0038683,2026-05-24 17:00:00,DXB,Z01,Z11,CPT00426,Go Plus,completed,18.69,1.28,7.3,8.1,8.5,1.01,4.4
TRP0038700,2026-05-24 19:00:00,DXB,Z01,Z07,CPT00727,Business,completed,60.74,9.82,24.6,8.6,4.5,0.99,4.5
TRP0038811,2026-05-25 11:00:00,DXB,Z01,Z08,CPT01000,Business,completed,59.88,9.75,27.9,7.4,8.3,0.98,4.1
TRP0038859,2026-05-25 19:00:00,DXB,Z01,Z02,CPT01924,Go,completed,16.79,3.13,11.0,6.9,7.2,1.0,4.9
TRP0039158,2026-05-28 05:00:00,DXB,Z01,Z02,CPT00243,Go,completed,20.88,3.62,11.4,8.1,9.1,1.18,4.7
TRP0039375,2026-05-29 14:00:00,DXB,Z01,Z11,CPT00782,Go,completed,18.67,4.35,15.5,8.3,7.7,0.98,4.4
TRP0039464,2026-05-29 22:00:00,DXB,Z01,Z14,CPT02548,Go,completed,19.02,4.44,12.4,8.4,5.4,0.99,4.9
TRP0039745,2026-05-31 16:00:00,DXB,Z01,Z03,CPT02264,Business,completed,64.56,10.36,33.9,7.8,7.4,1.02,5.0
TRP0040007,2026-06-02 16:00:00,DXB,Z01,Z14,CPT00898,Go Plus,completed,24.55,3.85,11.4,6.6,7.8,1.0,4.6
TRP0040406,2026-06-05 09:00:00,DXB,Z01,Z11,CPT01951,Go Plus,completed,27.04,4.91,17.2,8.5,6.7,1.0,4.5
TRP0040979,2026-06-08 20:00:00,DXB,Z01,Z05,CPT01705,Go,completed,21.95,5.92,24.2,8.2,8.3,1.0,4.3
TRP0041131,2026-06-09 20:00:00,DXB,Z01,Z15,CPT01387,Business,completed,45.01,2.78,12.7,7.5,8.6,1.25,5.0
TRP0041641,2026-06-13 07:00:00,DXB,Z01,Z01,CPT02342,Go,completed,56.1,13.37,40.0,6.9,9.9,1.57,4.0
TRP0041770,2026-06-13 22:00:00,DXB,Z01,Z08,CPT00456,Go,completed,17.59,3.47,13.8,7.7,7.9,1.01,4.2
TRP0041889,2026-06-14 19:00:00,DXB,Z01,Z12,CPT00283,Go Plus,completed,32.55,5.77,20.5,8.8,7.4,1.12,4.5
TRP0041893,2026-06-14 20:00:00,DXB,Z01,Z12,CPT00440,Go,completed,21.24,5.89,21.5,7.8,8.1,0.97,5.0
TRP0042013,2026-06-15 18:00:00,DXB,Z01,Z06,CPT00035,Go,completed,30.46,10.52,26.8,7.6,8.3,1.0,4.2
TRP0042153,2026-06-16 17:00:00,DXB,Z01,Z15,CPT00696,Go Plus,completed,47.61,11.99,29.7,8.8,6.0,1.09,4.7
TRP0042160,2026-06-16 17:00:00,DXB,Z01,Z09,CPT02054,Go,completed,34.94,11.38,26.8,8.7,7.9,1.09,4.7
TRP0042332,2026-06-17 21:00:00,DXB,Z01,Z01,CPT01119,Go Plus,completed,25.05,4.17,12.5,7.9,7.0,0.99,4.8
TRP0042373,2026-06-18 08:00:00,DXB,Z01,Z13,CPT00025,Go Plus,cancelled_rider,0.0,0.0,0.0,7.7,10.7,1.62,
TRP0042587,2026-06-19 17:00:00,DXB,Z01,Z06,CPT01487,Go,completed,22.12,5.89,18.1,7.9,7.0,1.01,5.0
TRP0042593,2026-06-19 17:00:00,DXB,Z01,Z12,CPT02199,Go,completed,13.24,1.14,5.6,7.1,7.1,1.01,4.6
TRP0042649,2026-06-19 22:00:00,DXB,Z01,Z10,CPT00259,Max,completed,35.5,3.41,12.1,7.7,10.4,1.09,4.4
TRP0042754,2026-06-20 16:00:00,DXB,Z01,Z14,CPT01795,Business,completed,55.09,6.32,19.9,8.0,9.9,1.13,3.9
TRP0042909,2026-06-21 14:00:00,DXB,Z01,Z12,CPT02257,Go,completed,37.9,14.96,31.7,8.4,7.2,0.98,4.8
TRP0043208,2026-06-23 18:00:00,DXB,Z01,Z09,CPT01261,Go,completed,18.63,2.11,9.6,6.9,9.6,1.25,4.8
TRP0043274,2026-06-24 08:00:00,DXB,Z01,Z04,CPT01224,Go,completed,71.14,11.22,40.9,6.6,13.4,2.24,4.3
TRP0043526,2026-06-26 04:00:00,DXB,Z01,Z12,CPT02478,Go Plus,completed,22.31,2.71,9.6,7.2,9.6,1.02,4.7
TRP0043805,2026-06-27 18:00:00,DXB,Z01,Z03,CPT02265,Go Plus,completed,39.2,8.85,27.4,6.4,6.9,1.08,4.5
TRP0044058,2026-06-29 14:00:00,DXB,Z01,Z06,CPT00217,Go,completed,24.39,5.93,15.5,7.9,8.2,1.11,4.5
TRP0044134,2026-06-30 06:00:00,DXB,Z01,Z11,CPT00823,Go Plus,completed,45.96,6.27,20.0,9.1,11.6,1.52,5.0
TRP0044429,2025-07-03 11:00:00,DXB,Z02,Z12,CPT01846,Max,completed,40.17,6.4,17.3,6.8,7.0,0.96,4.9
TRP0044576,2025-07-05 07:00:00,DXB,Z02,Z13,CPT01379,Go,completed,19.03,3.76,13.4,6.8,10.1,1.06,4.9
TRP0044822,2025-07-07 18:00:00,DXB,Z02,Z10,CPT00295,Business,completed,54.4,7.89,24.6,5.7,5.0,1.0,4.6
TRP0045065,2025-07-11 06:00:00,DXB,Z02,Z10,CPT01685,Go Plus,cancelled_rider,0.0,0.0,0.0,7.1,6.4,1.36,
TRP0045157,2025-07-11 22:00:00,DXB,Z02,Z06,CPT01861,Go,completed,32.02,9.37,23.2,6.5,6.9,1.13,4.9
TRP0045190,2025-07-12 09:00:00,DXB,Z02,Z08,CPT01028,Business,completed,61.21,7.96,23.0,5.5,5.6,1.12,4.9
TRP0045479,2025-07-15 15:00:00,DXB,Z02,Z07,CPT01032,Go,completed,41.23,12.32,34.6,6.1,5.8,1.22,4.6
TRP0045491,2025-07-15 18:00:00,DXB,Z02,Z11,CPT01039,Business,completed,31.28,1.38,6.3,8.2,6.6,1.01,4.6
TRP0045545,2025-07-16 09:00:00,DXB,Z02,Z08,CPT02040,Business,completed,65.46,10.96,30.6,6.6,8.5,1.0,4.7
TRP0045911,2025-07-20 05:00:00,DXB,Z02,Z11,CPT00750,Go,completed,12.48,0.8,3.3,6.5,4.2,1.0,4.1
TRP0046168,2025-07-23 06:00:00,DXB,Z02,Z01,CPT00236,Go,completed,26.73,6.73,21.4,6.2,8.1,1.14,5.0
TRP0046308,2025-07-24 17:00:00,DXB,Z02,Z06,CPT01884,Go,completed,26.33,5.26,14.7,5.3,7.5,1.27,4.7
TRP0046430,2025-07-25 22:00:00,DXB,Z02,Z04,CPT00490,Business,completed,64.58,10.54,38.0,5.7,5.0,1.01,4.8
TRP0046791,2025-07-30 08:00:00,DXB,Z02,Z02,CPT02145,Business,completed,40.41,2.89,9.5,5.9,7.2,1.11,5.0
TRP0046832,2025-07-30 18:00:00,DXB,Z02,Z15,CPT00119,Max,completed,34.62,4.07,13.7,6.8,4.5,1.0,4.6
TRP0046835,2025-07-30 18:00:00,DXB,Z02,Z02,CPT00035,Business,completed,100.16,20.6,50.7,6.4,5.3,1.0,5.0
TRP0046969,2025-08-01 07:00:00,DXB,Z02,Z03,CPT00183,Go,completed,28.34,7.73,27.9,6.0,7.1,1.12,4.8
TRP0047071,2025-08-02 07:00:00,DXB,Z02,Z10,CPT02304,Go Plus,completed,25.42,4.01,12.8,7.1,5.7,1.02,4.7
TRP0047119,2025-08-02 16:00:00,DXB,Z02,Z10,CPT02458,Go,completed,25.54,7.59,20.6,6.4,6.0,1.02,4.6
TRP0047142,2025-08-02 18:00:00,DXB,Z02,Z06,CPT01934,Go Plus,completed,39.52,10.22,34.7,6.9,4.9,1.0,4.4
TRP0047219,2025-08-03 16:00:00,DXB,Z02,Z15,CPT00465,Go,completed,20.22,5.32,19.8,6.7,5.8,0.97,4.5
TRP0047273,2025-08-04 08:00:00,DXB,Z02,Z07,CPT00586,Go Plus,completed,36.18,7.03,19.1,5.7,7.1,1.13,4.6
TRP0047279,2025-08-04 09:00:00,DXB,Z02,Z15,CPT01668,Go,completed,59.01,17.68,52.6,6.7,8.7,1.35,5.0
TRP0047294,2025-08-04 13:00:00,DXB,Z02,Z05,CPT01736,Go Plus,completed,47.85,10.66,21.6,6.7,8.0,1.18,4.7
TRP0047831,2025-08-10 17:00:00,DXB,Z02,Z08,CPT02489,Go,completed,37.79,10.66,28.8,6.3,6.5,1.23,5.0
TRP0047857,2025-08-11 07:00:00,DXB,Z02,Z15,CPT00335,Go Plus,completed,21.99,1.47,7.5,5.3,6.2,1.16,4.6
TRP0047928,2025-08-12 06:00:00,DXB,Z02,Z15,CPT01682,Go,completed,29.2,6.01,19.5,6.8,6.5,1.32,4.8
TRP0048071,2025-08-14 07:00:00,DXB,Z02,Z14,CPT02312,Go,completed,24.56,7.2,21.1,5.4,6.3,1.01,4.6
TRP0048152,2025-08-14 19:00:00,DXB,Z02,Z12,CPT00933,Go,completed,55.84,24.24,61.7,6.7,8.2,1.0,4.4
TRP0048438,2025-08-17 18:00:00,DXB,Z02,Z08,CPT01114,Go Plus,completed,23.6,3.55,13.0,5.7,5.7,0.99,4.6
TRP0048693,2025-08-20 21:00:00,DXB,Z02,Z08,CPT00432,Go,completed,22.32,6.0,22.4,6.5,8.0,1.01,4.4
TRP0048711,2025-08-21 07:00:00,DXB,Z02,Z12,CPT01380,Business,completed,51.98,7.51,22.5,5.7,7.2,0.98,4.5
TRP0048810,2025-08-22 09:00:00,DXB,Z02,Z09,CPT02407,Go,completed,19.11,3.53,16.2,6.0,8.7,1.09,4.8
TRP0048944,2025-08-23 15:00:00,DXB,Z02,Z08,CPT01474,Go Plus,completed,33.42,3.94,8.5,6.1,7.4,1.35,4.8
TRP0049118,2025-08-25 12:00:00,DXB,Z02,Z05,CPT01977,Business,completed,59.59,9.33,25.2,6.3,8.4,1.0,4.6
TRP0049202,2025-08-26 12:00:00,DXB,Z02,Z11,CPT02237,Max,completed,34.46,3.8,15.6,7.0,4.0,1.02,4.6
TRP0049222,2025-08-26 17:00:00,DXB,Z02,Z06,CPT02169,Go,completed,22.72,5.98,20.0,6.0,7.0,1.03,4.6
TRP0049533,2025-08-30 10:00:00,DXB,Z02,Z11,CPT00914,Go,completed,35.11,12.3,34.5,5.2,5.9,1.04,4.5
TRP0049633,2025-08-31 08:00:00,DXB,Z02,Z08,CPT00579,Business,completed,57.85,7.52,25.0,8.0,6.8,1.09,4.6
TRP0049733,2025-09-01 10:00:00,DXB,Z02,Z07,CPT00267,Go Plus,completed,44.96,8.59,22.9,6.7,6.5,1.26,5.0
TRP0049775,2025-09-01 21:00:00,DXB,Z02,Z05,CPT00513,Go Plus,completed,32.48,7.09,22.0,5.7,5.8,1.01,4.7
TRP0049780,2025-09-01 22:00:00,DXB,Z02,Z04,CPT01701,Go,completed,17.77,3.47,14.6,5.9,4.9,1.02,4.3
TRP0049994,2025-09-04 13:00:00,DXB,Z02,Z02,CPT00434,Go,completed,44.13,14.27,42.0,5.2,6.0,1.18,4.7
TRP0050145,2025-09-05 20:00:00,DXB,Z02,Z11,CPT02368,Go,completed,13.65,1.43,5.9,6.0,6.6,1.0,4.9
TRP0050172,2025-09-06 07:00:00,DXB,Z02,Z05,CPT02024,Go Plus,completed,18.34,1.13,10.4,6.8,6.3,1.01,5.0
TRP0050180,2025-09-06 08:00:00,DXB,Z02,Z06,CPT02465,Go Plus,completed,33.06,7.76,20.4,5.9,5.5,0.98,4.5
TRP0050327,2025-09-07 20:00:00,DXB,Z02,Z10,CPT01119,Go,completed,18.23,3.91,14.6,5.4,5.0,1.0,4.7
TRP0050555,2025-09-10 20:00:00,DXB,Z02,Z13,CPT00046,Max,completed,35.56,4.73,19.7,6.3,6.9,0.97,4.6
TRP0050752,2025-09-12 22:00:00,DXB,Z02,Z10,CPT02204,Go Plus,completed,33.98,7.72,24.9,6.0,5.7,1.01,5.0
TRP0050916,2025-09-14 11:00:00,DXB,Z02,Z05,CPT00610,Go Plus,completed,40.74,10.4,27.9,6.4,5.7,1.02,4.9
TRP0051119,2025-09-16 21:00:00,DXB,Z02,Z04,CPT01803,Business,completed,57.39,6.52,25.3,5.6,5.8,1.16,5.0
TRP0051164,2025-09-17 12:00:00,DXB,Z02,Z09,CPT02436,Go,completed,22.47,3.93,16.7,6.4,6.6,1.23,4.6
TRP0051331,2025-09-19 12:00:00,DXB,Z02,Z10,CPT00605,Go,completed,34.95,13.53,36.6,6.6,5.7,0.97,4.7
TRP0051460,2025-09-20 14:00:00,DXB,Z02,Z08,CPT00063,Go,completed,19.39,3.17,11.0,5.6,6.2,1.15,4.8
TRP0051699,2025-09-23 07:00:00,DXB,Z02,Z03,CPT02386,Go,completed,16.22,2.1,8.7,7.2,5.2,1.09,4.5
TRP0051798,2025-09-24 10:00:00,DXB,Z02,Z12,CPT01021,Go Plus,completed,26.62,4.73,10.7,7.0,5.2,1.0,4.4
TRP0051804,2025-09-24 12:00:00,DXB,Z02,Z14,CPT00681,Go,completed,19.08,2.87,10.6,6.5,6.3,1.17,4.4
TRP0051909,2025-09-25 18:00:00,DXB,Z02,Z09,CPT02583,Go,completed,21.57,4.85,19.2,5.9,6.6,1.08,4.8
TRP0052476,2025-10-01 19:00:00,DXB,Z02,Z03,CPT01230,Go Plus,completed,24.94,3.91,12.5,5.7,6.8,1.01,4.4
TRP0052570,2025-10-02 20:00:00,DXB,Z02,Z11,CPT01657,Business,completed,61.02,9.56,30.4,6.1,6.9,1.01,4.7
TRP0052634,2025-10-03 16:00:00,DXB,Z02,Z08,CPT02450,Go Plus,completed,73.01,20.42,51.7,7.2,6.6,1.15,4.9
TRP0052699,2025-10-04 07:00:00,DXB,Z02,Z12,CPT00265,Go Plus,completed,35.41,7.23,21.4,5.0,7.5,1.09,5.0
TRP0052865,2025-10-05 18:00:00,DXB,Z02,Z02,CPT01080,Go,completed,23.7,5.39,22.8,6.5,6.3,1.13,4.5
TRP0053109,2025-10-08 18:00:00,DXB,Z02,Z09,CPT01762,Max,completed,51.85,5.97,25.0,5.9,7.2,1.28,4.2
TRP0053130,2025-10-09 07:00:00,DXB,Z02,Z15,CPT01401,Go,completed,12.73,0.8,3.0,6.3,4.7,1.02,4.6
TRP0053484,2025-10-12 18:00:00,DXB,Z02,Z14,CPT00825,Go Plus,completed,32.7,7.18,25.7,5.7,6.3,1.01,4.5
TRP0053566,2025-10-13 19:00:00,DXB,Z02,Z01,CPT00454,Go Plus,completed,38.11,9.62,30.3,7.5,5.0,1.0,4.7
TRP0053630,2025-10-14 14:00:00,DXB,Z02,Z09,CPT00520,Go,cancelled_rider,0.0,0.0,0.0,6.8,7.3,1.2,
TRP0054756,2025-10-27 18:00:00,DXB,Z02,Z11,CPT00438,Go,completed,16.34,2.8,9.0,6.8,5.6,1.01,4.8
TRP0054918,2025-10-29 19:00:00,DXB,Z02,Z07,CPT00210,Go Plus,completed,22.47,2.78,9.0,5.9,5.5,1.02,4.6
TRP0055691,2025-11-08 02:00:00,DXB,Z02,Z02,CPT01230,Business,completed,44.38,5.23,19.6,6.3,3.8,0.99,4.5
TRP0055704,2025-11-08 07:00:00,DXB,Z02,Z15,CPT02114,Go,completed,36.82,12.83,36.3,6.5,4.7,1.06,4.5
TRP0056375,2025-11-15 14:00:00,DXB,Z02,Z03,CPT00831,Go,completed,35.84,12.33,40.1,5.8,7.6,1.06,4.8
TRP0056545,2025-11-17 15:00:00,DXB,Z02,Z07,CPT00500,Go,completed,30.68,10.64,34.3,6.3,5.9,1.0,4.6
TRP0056565,2025-11-17 17:00:00,DXB,Z02,Z12,CPT00022,Go,completed,22.6,6.03,21.0,6.7,5.0,1.02,4.1
TRP0056699,2025-11-19 11:00:00,DXB,Z02,Z14,CPT00407,Go,completed,42.26,13.58,40.9,4.9,8.0,1.17,4.6
TRP0056880,2025-11-21 12:00:00,DXB,Z02,Z01,CPT00073,Go,completed,21.45,5.42,25.3,6.2,4.9,1.02,4.4
TRP0057088,2025-11-23 16:00:00,DXB,Z02,Z03,CPT00111,Go,completed,31.15,9.36,31.7,6.9,8.4,1.1,5.0
TRP0057143,2025-11-24 11:00:00,DXB,Z02,Z06,CPT00792,Go,completed,20.9,2.3,10.3,6.0,8.9,1.37,4.3
TRP0057424,2025-11-27 19:00:00,DXB,Z02,Z06,CPT00322,Business,completed,58.37,8.83,21.7,5.5,4.4,1.01,4.1
TRP0057506,2025-11-28 17:00:00,DXB,Z02,Z07,CPT00105,Go Plus,completed,30.73,6.48,19.6,5.3,4.2,1.0,4.5
TRP0057687,2025-11-30 15:00:00,DXB,Z02,Z02,CPT01629,Business,completed,43.49,2.93,9.8,6.1,7.5,1.19,4.3
TRP0057847,2025-12-02 15:00:00,DXB,Z02,Z10,CPT01797,Go Plus,completed,31.15,6.66,18.7,6.3,6.5,1.0,5.0
TRP0057880,2025-12-02 22:00:00,DXB,Z02,Z12,CPT01956,Business,completed,73.71,13.05,40.6,6.8,6.1,1.01,4.6
TRP0057928,2025-12-03 14:00:00,DXB,Z02,Z10,CPT01695,Go Plus,completed,27.58,4.91,20.3,6.0,8.0,1.02,4.6
TRP0058161,2025-12-05 19:00:00,DXB,Z02,Z14,CPT02132,Go,completed,34.95,13.33,44.6,6.5,6.3,0.98,4.6
TRP0059087,2025-12-16 08:00:00,DXB,Z02,Z14,CPT00622,Go,completed,26.51,8.24,26.9,6.2,6.6,1.01,4.8
TRP0059118,2025-12-16 15:00:00,DXB,Z02,Z02,CPT01191,Go,completed,14.7,2.08,7.4,5.6,4.8,0.99,4.6
TRP0059131,2025-12-16 17:00:00,DXB,Z02,Z04,CPT01313,Max,completed,69.38,13.25,45.6,6.8,7.6,1.1,4.8
TRP0059244,2025-12-18 08:00:00,DXB,Z02,Z03,CPT01598,Go Plus,completed,26.43,5.0,24.3,4.9,4.0,0.97,4.4
TRP0059280,2025-12-18 16:00:00,DXB,Z02,Z12,CPT00328,Go,completed,23.46,6.61,23.5,6.0,6.4,1.01,5.0
TRP0059446,2025-12-20 09:00:00,DXB,Z02,Z15,CPT01657,Max,completed,50.46,9.18,26.9,6.4,5.7,1.0,4.7
TRP0059548,2025-12-21 08:00:00,DXB,Z02,Z03,CPT00624,Max,completed,49.96,7.04,22.4,7.9,7.0,1.14,4.6
TRP0059653,2025-12-22 13:00:00,DXB,Z02,Z04,CPT01968,Go,completed,37.98,14.18,48.9,7.4,4.6,1.02,4.6
TRP0059723,2025-12-23 09:00:00,DXB,Z02,Z13,CPT00716,Go Plus,completed,35.4,6.39,18.0,6.3,7.8,1.16,5.0
TRP0059779,2025-12-23 21:00:00,DXB,Z02,Z12,CPT02144,Go,completed,20.8,5.41,13.6,5.1,4.2,0.99,4.4
TRP0059981,2025-12-26 09:00:00,DXB,Z02,Z10,CPT01643,Go,completed,22.91,6.82,20.0,6.4,4.8,0.97,5.0
TRP0060041,2025-12-26 18:00:00,DXB,Z02,Z13,CPT00173,Go,completed,12.73,0.8,3.5,6.8,6.6,1.02,4.4
TRP0060179,2025-12-28 06:00:00,DXB,Z02,Z14,CPT02093,Go,completed,19.32,4.71,18.5,6.6,5.6,0.98,4.8
TRP0060212,2025-12-28 12:00:00,DXB,Z02,Z15,CPT00071,Go,completed,13.76,1.42,7.7,5.6,5.0,1.01,4.7
TRP0060808,2026-01-04 08:00:00,DXB,Z02,Z13,CPT01442,Go,completed,40.04,15.7,52.4,6.9,4.7,1.0,4.8
TRP0060898,2026-01-05 05:00:00,DXB,Z02,Z10,CPT01135,Go Plus,completed,23.98,3.71,11.1,5.9,8.0,0.99,4.7
TRP0060982,2026-01-06 07:00:00,DXB,Z02,Z14,CPT02135,Go,completed,14.21,1.89,8.4,6.6,7.4,0.98,4.6
TRP0060989,2026-01-06 08:00:00,DXB,Z02,Z08,CPT01180,Go,completed,28.28,6.09,17.6,6.0,7.5,1.27,5.0
TRP0061045,2026-01-06 18:00:00,DXB,Z02,Z15,CPT01605,Go,completed,27.71,8.32,31.8,5.7,6.4,1.05,4.5
TRP0061105,2026-01-07 13:00:00,DXB,Z02,Z03,CPT00763,Business,completed,68.17,12.3,26.1,6.9,4.8,0.97,4.8
TRP0061194,2026-01-08 15:00:00,DXB,Z02,Z15,CPT01877,Go Plus,completed,25.88,4.31,12.0,5.6,6.0,1.01,4.8
TRP0061571,2026-01-12 12:00:00,DXB,Z02,Z05,CPT02390,Go Plus,completed,23.32,3.23,11.6,5.0,5.3,1.01,4.0
TRP0061683,2026-01-13 18:00:00,DXB,Z02,Z14,CPT02188,Go,completed,32.23,6.96,19.0,6.7,7.8,1.35,4.7
TRP0061960,2026-01-16 16:00:00,DXB,Z02,Z10,CPT01527,Go,completed,31.42,10.87,37.4,5.9,7.1,1.01,4.7
TRP0062025,2026-01-17 11:00:00,DXB,Z02,Z01,CPT01643,Go Plus,completed,44.33,12.27,31.8,5.6,5.4,1.0,4.7
TRP0062054,2026-01-17 17:00:00,DXB,Z02,Z02,CPT00775,Go Plus,completed,21.83,3.08,14.4,5.0,4.4,0.96,4.4
TRP0062070,2026-01-17 18:00:00,DXB,Z02,Z09,CPT01519,Go Plus,completed,31.43,6.78,20.8,5.4,6.0,1.0,4.7
TRP0062285,2026-01-19 18:00:00,DXB,Z02,Z01,CPT01002,Go,completed,39.98,11.77,32.4,6.9,6.2,1.22,4.8
TRP0062466,2026-01-21 18:00:00,DXB,Z02,Z04,CPT00057,Go,completed,16.6,2.85,12.8,5.6,6.0,1.02,4.6
TRP0062516,2026-01-22 09:00:00,DXB,Z02,Z04,CPT02418,Business,completed,28.37,0.82,7.6,6.3,6.0,0.98,4.6
TRP0062956,2026-01-26 14:00:00,DXB,Z02,Z15,CPT00869,Go,completed,28.46,9.44,28.9,6.3,6.0,1.0,4.9
TRP0063277,2026-01-29 20:00:00,DXB,Z02,Z08,CPT01823,Go Plus,completed,35.39,8.17,26.0,6.6,5.5,1.02,3.9
TRP0063431,2026-01-31 09:00:00,DXB,Z02,Z08,CPT02383,Business,completed,75.66,12.06,34.0,5.8,5.8,1.09,4.2
TRP0063526,2026-02-01 07:00:00,DXB,Z02,Z11,CPT00664,Max,completed,50.28,8.65,27.6,6.1,4.8,1.03,4.7
TRP0063775,2026-02-03 22:00:00,DXB,Z02,Z15,CPT02448,Go,completed,37.77,8.43,34.8,6.5,10.0,1.42,4.8
TRP0064144,2026-02-07 16:00:00,DXB,Z02,Z05,CPT01247,Go,completed,28.3,5.47,20.6,6.1,9.5,1.34,5.0
TRP0064156,2026-02-07 18:00:00,DXB,Z02,Z11,CPT01096,Go,completed,39.65,12.53,43.2,6.1,,1.16,4.5
TRP0064339,2026-02-09 17:00:00,DXB,Z02,Z04,CPT01572,Go,completed,30.16,10.52,26.3,5.3,8.3,0.99,4.6
